paraphrase,template_id,prop,possible_answers,id
Who is the producer of Inspiration?,3,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Inspiration was produced by who?,4,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who was in charge of production of Inspiration?,5,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who produced 'Inspiration'?,6,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who produced the work 'Inspiration'?,7,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who is the producer of 'Inspiration'?,8,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
'Inspiration' was produced by who?,9,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who was in charge of production of 'Inspiration'?,10,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who was the producer of Noah?,0,producer,"[""Darren Aronofsky""]",2181196
Who produced Noah?,1,producer,"[""Darren Aronofsky""]",2181196
Who produced the work Noah?,2,producer,"[""Darren Aronofsky""]",2181196
Who is the producer of Noah?,3,producer,"[""Darren Aronofsky""]",2181196
Noah was produced by who?,4,producer,"[""Darren Aronofsky""]",2181196
Who was in charge of production of Noah?,5,producer,"[""Darren Aronofsky""]",2181196
Who produced 'Noah'?,6,producer,"[""Darren Aronofsky""]",2181196
Who produced the work 'Noah'?,7,producer,"[""Darren Aronofsky""]",2181196
Who is the producer of 'Noah'?,8,producer,"[""Darren Aronofsky""]",2181196
'Noah' was produced by who?,9,producer,"[""Darren Aronofsky""]",2181196
Who was in charge of production of 'Noah'?,10,producer,"[""Darren Aronofsky""]",2181196
Who was the producer of Breaking Point?,0,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who produced Breaking Point?,1,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who produced the work Breaking Point?,2,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who is the producer of Breaking Point?,3,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Breaking Point was produced by who?,4,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who was in charge of production of Breaking Point?,5,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who produced 'Breaking Point'?,6,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who produced the work 'Breaking Point'?,7,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who is the producer of 'Breaking Point'?,8,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
'Breaking Point' was produced by who?,9,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who was in charge of production of 'Breaking Point'?,10,producer,"[""Bob Clark"", ""Benjamin \""Bob\"" Clark"", ""Benjamin Robert Clark""]",3563242
Who was the producer of The Gun?,0,producer,"[""William Link"", ""William Theodore Link""]",308270
Who produced The Gun?,1,producer,"[""William Link"", ""William Theodore Link""]",308270
Who produced the work The Gun?,2,producer,"[""William Link"", ""William Theodore Link""]",308270
Who is the producer of The Gun?,3,producer,"[""William Link"", ""William Theodore Link""]",308270
The Gun was produced by who?,4,producer,"[""William Link"", ""William Theodore Link""]",308270
Who was in charge of production of The Gun?,5,producer,"[""William Link"", ""William Theodore Link""]",308270
Who produced 'The Gun'?,6,producer,"[""William Link"", ""William Theodore Link""]",308270
Who produced the work 'The Gun'?,7,producer,"[""William Link"", ""William Theodore Link""]",308270
Who is the producer of 'The Gun'?,8,producer,"[""William Link"", ""William Theodore Link""]",308270
'The Gun' was produced by who?,9,producer,"[""William Link"", ""William Theodore Link""]",308270
Who was in charge of production of 'The Gun'?,10,producer,"[""William Link"", ""William Theodore Link""]",308270
Who was the producer of Bone?,0,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who produced Bone?,1,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who produced the work Bone?,2,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who is the producer of Bone?,3,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Bone was produced by who?,4,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who was in charge of production of Bone?,5,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who produced 'Bone'?,6,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who produced the work 'Bone'?,7,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who is the producer of 'Bone'?,8,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
'Bone' was produced by who?,9,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who was in charge of production of 'Bone'?,10,producer,"[""Larry Cohen"", ""Lawrence G. Cohen"", ""Lawrence George Cohen""]",3544853
Who was the producer of Love?,0,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who produced Love?,1,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who produced the work Love?,2,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who is the producer of Love?,3,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Love was produced by who?,4,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who was in charge of production of Love?,5,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who produced 'Love'?,6,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who produced the work 'Love'?,7,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who is the producer of 'Love'?,8,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
'Love' was produced by who?,9,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who was in charge of production of 'Love'?,10,producer,"[""Edmund Goulding"", ""Edmund George Goulding""]",4290954
Who was the producer of Flight?,0,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who produced Flight?,1,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who produced the work Flight?,2,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who is the producer of Flight?,3,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Flight was produced by who?,4,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who was in charge of production of Flight?,5,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who produced 'Flight'?,6,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who produced the work 'Flight'?,7,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who is the producer of 'Flight'?,8,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
'Flight' was produced by who?,9,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who was in charge of production of 'Flight'?,10,producer,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",4321170
Who was the producer of Right Now?,0,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who produced Right Now?,1,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who produced the work Right Now?,2,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who is the producer of Right Now?,3,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Right Now was produced by who?,4,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who was in charge of production of Right Now?,5,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who produced 'Right Now'?,6,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who produced the work 'Right Now'?,7,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who is the producer of 'Right Now'?,8,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
'Right Now' was produced by who?,9,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who was in charge of production of 'Right Now'?,10,producer,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]",1897477
Who was the producer of Personal Best?,0,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who produced Personal Best?,1,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who produced the work Personal Best?,2,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who is the producer of Personal Best?,3,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Personal Best was produced by who?,4,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who was in charge of production of Personal Best?,5,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who produced 'Personal Best'?,6,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who produced the work 'Personal Best'?,7,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who is the producer of 'Personal Best'?,8,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
'Personal Best' was produced by who?,9,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who was in charge of production of 'Personal Best'?,10,producer,"[""Robert Towne"", ""Robert Bertram Schwartz"", ""P.H. Vazak""]",905670
Who was the producer of The Tiger's Tail?,0,producer,"[""John Boorman""]",2270521
Who produced The Tiger's Tail?,1,producer,"[""John Boorman""]",2270521
Who produced the work The Tiger's Tail?,2,producer,"[""John Boorman""]",2270521
Who is the producer of The Tiger's Tail?,3,producer,"[""John Boorman""]",2270521
The Tiger's Tail was produced by who?,4,producer,"[""John Boorman""]",2270521
Who was in charge of production of The Tiger's Tail?,5,producer,"[""John Boorman""]",2270521
Who produced 'The Tiger's Tail'?,6,producer,"[""John Boorman""]",2270521
Who produced the work 'The Tiger's Tail'?,7,producer,"[""John Boorman""]",2270521
Who is the producer of 'The Tiger's Tail'?,8,producer,"[""John Boorman""]",2270521
'The Tiger's Tail' was produced by who?,9,producer,"[""John Boorman""]",2270521
Who was in charge of production of 'The Tiger's Tail'?,10,producer,"[""John Boorman""]",2270521
Who was the producer of Ambient?,0,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who produced Ambient?,1,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who produced the work Ambient?,2,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who is the producer of Ambient?,3,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Ambient was produced by who?,4,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who was in charge of production of Ambient?,5,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who produced 'Ambient'?,6,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who produced the work 'Ambient'?,7,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who is the producer of 'Ambient'?,8,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
'Ambient' was produced by who?,9,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who was in charge of production of 'Ambient'?,10,producer,"[""Moby"", ""Richard Melville Hall"", ""Voodoo Child"", ""Barracuda"", ""Brainstorm"", ""Schaumgummi"", ""Pippy Baliunas"", ""UHF"", ""Elizabeth McBride""]",1518395
Who was the producer of The Great War?,0,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who produced The Great War?,1,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who produced the work The Great War?,2,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who is the producer of The Great War?,3,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
The Great War was produced by who?,4,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who was in charge of production of The Great War?,5,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who produced 'The Great War'?,6,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who produced the work 'The Great War'?,7,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who is the producer of 'The Great War'?,8,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
'The Great War' was produced by who?,9,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who was in charge of production of 'The Great War'?,10,producer,"[""Dino De Laurentiis"", ""Agostino De Laurentiis""]",681301
Who was the producer of Sphere?,0,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who produced Sphere?,1,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who produced the work Sphere?,2,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who is the producer of Sphere?,3,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Sphere was produced by who?,4,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who was in charge of production of Sphere?,5,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who produced 'Sphere'?,6,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who produced the work 'Sphere'?,7,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who is the producer of 'Sphere'?,8,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
'Sphere' was produced by who?,9,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who was in charge of production of 'Sphere'?,10,producer,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange"", ""Barry Levinson""]",5715178
Who was the producer of In the Room?,0,producer,"[""Zhao Wei""]",1342559
Who produced In the Room?,1,producer,"[""Zhao Wei""]",1342559
Who produced the work In the Room?,2,producer,"[""Zhao Wei""]",1342559
Who is the producer of In the Room?,3,producer,"[""Zhao Wei""]",1342559
In the Room was produced by who?,4,producer,"[""Zhao Wei""]",1342559
